Economy,Year,Population
03_CDA,2032,41.147
04_CHL,2032,19.82
05_PRC,2032,1439.216
06_HKC,2032,8.053
07_INA,2032,299.468
08_JPN,2032,120.382
09_ROK,2032,52.798
10_MAS,2032,37.478
11_MEX,2032,149.856
12_NZ,2032,5.279
13_PNG,2032,10.837
14_PE,2032,37.426
15_RP,2032,128.346
16_RUS,2032,139.569
17_SIN,2032,6.403
18_CT,2032,24.153
19_THA,2032,69.504
20_USA,2032,358.997
21_VN,2032,107.445
01_AUS,2033,29.018
02_BD,2033,0.5
03_CDA,2033,41.401
04_CHL,2033,19.903
05_PRC,2033,1437.667
06_HKC,2033,8.08
07_INA,2033,301.302
08_JPN,2033,119.766
09_ROK,2033,52.821
10_MAS,2033,37.791
11_MEX,2033,150.959
12_NZ,2033,5.31
13_PNG,2033,11.012
14_PE,2033,37.725
15_RP,2033,129.807
16_RUS,2033,139.068
17_SIN,2033,6.431
18_CT,2033,24.144
19_THA,2033,69.419
20_USA,2033,361.061
21_VN,2033,107.981
01_AUS,2034,29.273
02_BD,2034,0.504
03_CDA,2034,41.647
04_CHL,2034,19.983
05_PRC,2034,1435.761
06_HKC,2034,8.105
07_INA,2034,303.066
08_JPN,2034,119.138
09_ROK,2034,52.823
10_MAS,2034,38.091
11_MEX,2034,152.028
12_NZ,2034,5.34
13_PNG,2034,11.187
14_PE,2034,38.015
15_RP,2034,131.247
16_RUS,2034,138.569
17_SIN,2034,6.456
18_CT,2034,24.127
19_THA,2034,69.318
20_USA,2034,363.074
21_VN,2034,108.494
01_AUS,2035,29.527
02_BD,2035,0.507
03_CDA,2035,41.888
04_CHL,2035,20.059
05_PRC,2035,1433.509
06_HKC,2035,8.127
07_INA,2035,304.758
08_JPN,2035,118.5
09_ROK,2035,52.806
10_MAS,2035,38.381
11_MEX,2035,153.061
12_NZ,2035,5.37
13_PNG,2035,11.362
14_PE,2035,38.299
15_RP,2035,132.667
16_RUS,2035,138.077
17_SIN,2035,6.48
18_CT,2035,24.1
19_THA,2035,69.2
20_USA,2035,365.034
21_VN,2035,108.989
01_AUS,2036,29.777
02_BD,2036,0.509
03_CDA,2036,42.123
04_CHL,2036,20.131
05_PRC,2036,1430.923
06_HKC,2036,8.146
07_INA,2036,306.378
08_JPN,2036,117.852
09_ROK,2036,52.767
10_MAS,2036,38.659
11_MEX,2036,154.058
12_NZ,2036,5.398
13_PNG,2036,11.536
14_PE,2036,38.575
15_RP,2036,134.067
16_RUS,2036,137.595
17_SIN,2036,6.501
18_CT,2036,24.065
19_THA,2036,69.063
20_USA,2036,366.942
21_VN,2036,109.466
01_AUS,2037,30.026
02_BD,2037,0.513
03_CDA,2037,42.351
04_CHL,2037,20.199
05_PRC,2037,1428.013
06_HKC,2037,8.162
07_INA,2037,307.924
08_JPN,2037,117.198
09_ROK,2037,52.706
10_MAS,2037,38.925
11_MEX,2037,155.018
12_NZ,2037,5.425
13_PNG,2037,11.709
14_PE,2037,38.844
15_RP,2037,135.445
16_RUS,2037,137.127
17_SIN,2037,6.52
18_CT,2037,24.02
19_THA,2037,68.908
20_USA,2037,368.797
21_VN,2037,109.928
01_AUS,2038,30.273
02_BD,2038,0.515
03_CDA,2038,42.574
04_CHL,2038,20.263
05_PRC,2038,1424.792
06_HKC,2038,8.176
07_INA,2038,309.399
08_JPN,2038,116.539
09_ROK,2038,52.626
10_MAS,2038,39.181
11_MEX,2038,155.944
12_NZ,2038,5.451
13_PNG,2038,11.881
14_PE,2038,39.106
15_RP,2038,136.801
16_RUS,2038,136.676
17_SIN,2038,6.536
18_CT,2038,23.965
19_THA,2038,68.737
20_USA,2038,370.602
21_VN,2038,110.375
01_AUS,2039,30.52
02_BD,2039,0.518
03_CDA,2039,42.792
04_CHL,2039,20.322
05_PRC,2039,1421.275
06_HKC,2039,8.188
07_INA,2039,310.802
08_JPN,2039,115.876
09_ROK,2039,52.527
10_MAS,2039,39.429
11_MEX,2039,156.835
12_NZ,2039,5.477
13_PNG,2039,12.053
14_PE,2039,39.359
15_RP,2039,138.135
16_RUS,2039,136.244
17_SIN,2039,6.551
18_CT,2039,23.902
19_THA,2039,68.546
20_USA,2039,372.358
21_VN,2039,110.808
01_AUS,2040,30.764
02_BD,2040,0.52
03_CDA,2040,43.005
04_CHL,2040,20.378
05_PRC,2040,1417.473
06_HKC,2040,8.199
07_INA,2040,312.134
08_JPN,2040,115.213
09_ROK,2040,52.41
10_MAS,2040,39.668
11_MEX,2040,157.69
12_NZ,2040,5.502
13_PNG,2040,12.224
14_PE,2040,39.607
15_RP,2040,139.448
16_RUS,2040,135.837
17_SIN,2040,6.563
18_CT,2040,23.831
19_THA,2040,68.339
20_USA,2040,374.069
21_VN,2040,111.229
01_AUS,2041,31.009
02_BD,2041,0.522
03_CDA,2041,43.213
04_CHL,2041,20.431
05_PRC,2041,1413.397
06_HKC,2041,8.209
07_INA,2041,313.396
08_JPN,2041,114.548
09_ROK,2041,52.276
10_MAS,2041,39.9
11_MEX,2041,158.51
12_NZ,2041,5.526
13_PNG,2041,12.394
14_PE,2041,39.845
15_RP,2041,140.737
16_RUS,2041,135.453
17_SIN,2041,6.573
18_CT,2041,23.75
19_THA,2041,68.113
20_USA,2041,375.735
21_VN,2041,111.638
01_AUS,2042,31.253
02_BD,2042,0.524
03_CDA,2042,43.417
04_CHL,2042,20.479
05_PRC,2042,1409.052
06_HKC,2042,8.216
07_INA,2042,314.588
08_JPN,2042,113.886
09_ROK,2042,52.125
10_MAS,2042,40.124
11_MEX,2042,159.295
12_NZ,2042,5.549
13_PNG,2042,12.564
14_PE,2042,40.076
15_RP,2042,142.004
16_RUS,2042,135.094
17_SIN,2042,6.581
18_CT,2042,23.662
19_THA,2042,67.872
20_USA,2042,377.36
21_VN,2042,112.037
01_AUS,2043,31.496
02_BD,2043,0.526
03_CDA,2043,43.619
04_CHL,2043,20.523
05_PRC,2043,1404.434
06_HKC,2043,8.223
07_INA,2043,315.709
08_JPN,2043,113.226
09_ROK,2043,51.959
10_MAS,2043,40.341
11_MEX,2043,160.045
12_NZ,2043,5.572
13_PNG,2043,12.732
14_PE,2043,40.299
15_RP,2043,143.248
16_RUS,2043,134.755
17_SIN,2043,6.587
18_CT,2043,23.567
19_THA,2043,67.613
20_USA,2043,378.95
21_VN,2043,112.421
01_AUS,2044,31.739
02_BD,2044,0.528
03_CDA,2044,43.816
04_CHL,2044,20.562
05_PRC,2044,1399.538
06_HKC,2044,8.228
07_INA,2044,316.757
08_JPN,2044,112.571
09_ROK,2044,51.779
10_MAS,2044,40.554
11_MEX,2044,160.758
12_NZ,2044,5.593
13_PNG,2044,12.899
14_PE,2044,40.514
15_RP,2044,144.468
16_RUS,2044,134.434
17_SIN,2044,6.59
18_CT,2044,23.466
19_THA,2044,67.337
20_USA,2044,380.515
21_VN,2044,112.791
01_AUS,2045,31.982
02_BD,2045,0.53
03_CDA,2045,44.011
04_CHL,2045,20.598
05_PRC,2045,1394.361
06_HKC,2045,8.233
07_INA,2045,317.732
08_JPN,2045,111.924
09_ROK,2045,51.586
10_MAS,2045,40.761
11_MEX,2045,161.436
12_NZ,2045,5.614
13_PNG,2045,13.064
14_PE,2045,40.72
15_RP,2045,145.665
16_RUS,2045,134.128
17_SIN,2045,6.592
18_CT,2045,23.36
19_THA,2045,67.046
20_USA,2045,382.059
21_VN,2045,113.145
01_AUS,2046,32.225
02_BD,2046,0.532
03_CDA,2046,44.204
04_CHL,2046,20.63
05_PRC,2046,1388.91
06_HKC,2046,8.238
07_INA,2046,318.635
08_JPN,2046,111.282
09_ROK,2046,51.381
10_MAS,2046,40.964
11_MEX,2046,162.078
12_NZ,2046,5.635
13_PNG,2046,13.228
14_PE,2046,40.917
15_RP,2046,146.837
16_RUS,2046,133.833
17_SIN,2046,6.592
18_CT,2046,23.249
19_THA,2046,66.739
20_USA,2046,383.588
21_VN,2046,113.481
01_AUS,2047,32.468
02_BD,2047,0.533
03_CDA,2047,44.395
04_CHL,2047,20.657
05_PRC,2047,1383.192
06_HKC,2047,8.243
07_INA,2047,319.465
08_JPN,2047,110.65
09_ROK,2047,51.165
10_MAS,2047,41.162
11_MEX,2047,162.682
12_NZ,2047,5.656
13_PNG,2047,13.391
14_PE,2047,41.106
15_RP,2047,147.986
16_RUS,2047,133.55
17_SIN,2047,6.591
18_CT,2047,23.134
19_THA,2047,66.417
20_USA,2047,385.103
21_VN,2047,113.8
01_AUS,2048,32.71
02_BD,2048,0.535
03_CDA,2048,44.583
04_CHL,2048,20.682
05_PRC,2048,1377.21
06_HKC,2048,8.247
07_INA,2048,320.226
08_JPN,2048,110.024
09_ROK,2048,50.938
10_MAS,2048,41.356
11_MEX,2048,163.251
12_NZ,2048,5.675
13_PNG,2048,13.553
14_PE,2048,41.286
15_RP,2048,149.111
16_RUS,2048,133.274
17_SIN,2048,6.587
18_CT,2048,23.016
19_THA,2048,66.081
20_USA,2048,386.607
21_VN,2048,114.099
01_AUS,2049,32.95
02_BD,2049,0.535
03_CDA,2049,44.768
04_CHL,2049,20.702
05_PRC,2049,1370.963
06_HKC,2049,8.25
07_INA,2049,320.92
08_JPN,2049,109.406
09_ROK,2049,50.702
10_MAS,2049,41.545
11_MEX,2049,163.783
12_NZ,2049,5.694
13_PNG,2049,13.713
14_PE,2049,41.458
15_RP,2049,150.213
16_RUS,2049,133.002
17_SIN,2049,6.581
18_CT,2049,22.895
19_THA,2049,65.733
20_USA,2049,388.103
21_VN,2049,114.376
01_AUS,2050,33.187
02_BD,2050,0.537
03_CDA,2050,44.949
04_CHL,2050,20.718
05_PRC,2050,1364.456
06_HKC,2050,8.253
07_INA,2050,321.55
08_JPN,2050,108.794
09_ROK,2050,50.457
10_MAS,2050,41.729
11_MEX,2050,164.279
12_NZ,2050,5.711
13_PNG,2050,13.871
14_PE,2050,41.621
15_RP,2050,151.293
16_RUS,2050,132.73
17_SIN,2050,6.575
18_CT,2050,22.771
19_THA,2050,65.372
20_USA,2050,389.592
21_VN,2050,114.63
